PSA_ID,Domain,English,Kiswahili,Dholuo,Source,Date,Metadata
PSA003578,Agriculture,Kenya National Farmers' Federation is promoting riparian buffer zone protection among passion fruit farmers in Laikipia County to build climate resilience.,Shirikisho la Kitaifa la Wakulima la Kenya linakuza ulinzi wa maeneo ya kando ya mto miongoni mwa wakulima wa matunda ya passion katika Kaunti ya Laikipia ili kujenga ustahimilivu wa hali ya hewa.,,KALRO,1/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003579,Agriculture,Communities in Baringo County are reminded to practice composting and organic fertilizer use to protect water sources near farmland.,Jamii katika Kaunti ya Baringo zinakumbushwa kutumia mbolea ya kikaboni na mbolea ya mboji ili kulinda vyanzo vya maji karibu na mashamba.,,State Department for Cooperatives,6/25/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003580,Agriculture,Communities in Embu County are reminded to practice water-harvesting zai pits to protect water sources near farmland.,Jamii katika Kaunti ya Embu zinakumbushwa kufanya mazoezi ya kuvuna maji kwenye mashimo ya zai ili kulinda vyanzo vya maji karibu na mashamba.,,KALRO,4/6/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003581,Agriculture,Communities in Narok County are reminded to practice composting and organic fertilizer use to protect water sources near farmland.,Jamii katika Kaunti ya Narok zinakumbushwa kutumia mbolea ya kikaboni na mbolea ya mboji ili kulinda vyanzo vya maji karibu na mashamba.,,Agricultural Sector Transformation Programme,4/5/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003582,Agriculture,Farmers in Kajiado County are encouraged to adopt water-harvesting zai pits to conserve soil and water on their bananas farms.,Wakulima katika Kaunti ya Kajiado wanahimizwa kutumia mashimo ya zai ya kuvuna maji ili kuhifadhi udongo na maji kwenye mashamba yao ya ndizi.,,County Directorate of Agriculture,7/6/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003583,Agriculture,Communities in Kitui County are reminded to practice water-harvesting zai pits to protect water sources near farmland.,Jamii katika Kaunti ya Kitui zinakumbushwa kufanya mazoezi ya kuvuna maji kwenye mashimo ya zai ili kulinda vyanzo vya maji karibu na mashamba.,,KEPHIS,2/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003584,Agriculture,County Government Extension Services is promoting riparian buffer zone protection among French beans farmers in Kirinyaga County to build climate resilience.,Huduma za Ugani za Serikali ya Kaunti zinakuza ulinzi wa maeneo ya kando ya mto miongoni mwa wakulima wa maharagwe ya Kifaransa katika Kaunti ya Kirinyaga ili kujenga ustahimilivu wa hali ya hewa.,,FAO Kenya,7/8/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003585,Agriculture,Kenya Meteorological Department highlights integrated pest management as a key strategy for sustainable millet production in West Pokot County.,Idara ya Hali ya Hewa ya Kenya inaangazia usimamizi jumuishi wa wadudu kama mkakati muhimu wa uzalishaji endelevu wa mtama katika Kaunti ya Pokot Magharibi.,,Agricultural Sector Transformation Programme,3/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003586,Agriculture,Farmers in Kajiado County are encouraged to adopt integrated pest management to conserve soil and water on their cotton farms.,Wakulima katika Kaunti ya Kajiado wanahimizwa kutumia usimamizi jumuishi wa wadudu ili kuhifadhi udongo na maji kwenye mashamba yao ya pamba.,,Directorate of Veterinary Services,5/18/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003587,Agriculture,County Directorate of Agriculture is training farmers in Kitui County on integrated pest management as part of a wider climate-smart agriculture push.,Kurugenzi ya Kilimo ya Kaunti inawafunza wakulima katika Kaunti ya Kitui kuhusu usimamizi jumuishi wa wadudu waharibifu kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,"Ministry of Agriculture, Livestock and Fisheries",2/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003588,Agriculture,Agricultural Sector Transformation Programme highlights rainwater harvesting systems as a key strategy for sustainable maize production in Kiambu County.,Programu ya Mabadiliko ya Sekta ya Kilimo inaangazia mifumo ya uvunaji wa maji ya mvua kama mkakati muhimu wa uzalishaji endelevu wa mahindi katika Kaunti ya Kiambu.,,Directorate of Veterinary Services,5/1/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003589,Agriculture,KEPHIS highlights soil erosion control as a key strategy for sustainable mango production in Bungoma County.,KEPHIS inaangazia udhibiti wa mmomonyoko wa udongo kama mkakati muhimu wa uzalishaji endelevu wa maembe katika Kaunti ya Bungoma.,,National Drought Management Authority,7/9/2026,Sustainable Farming | Synthetic - Sustainable Farming - soil erosion control
PSA003590,Agriculture,FAO Kenya highlights composting and organic fertilizer use as a key strategy for sustainable French beans production in Trans Nzoia County.,FAO Kenya inaangazia matumizi ya mbolea ya kikaboni na mbolea ya kikaboni kama mkakati muhimu wa uzalishaji endelevu wa maharagwe ya Kifaransa katika Kaunti ya Trans Nzoia.,,KALRO,1/1/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003591,Agriculture,KALRO is training farmers in Meru County on soil erosion control as part of a wider climate-smart agriculture push.,KALRO inawafunza wakulima katika Kaunti ya Meru kuhusu udhibiti wa mmomonyoko wa udongo kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Directorate of Veterinary Services,4/9/2026,Sustainable Farming | Synthetic - Sustainable Farming - soil erosion control
PSA003592,Agriculture,Directorate of Veterinary Services is promoting riparian buffer zone protection among cassava farmers in Nyandarua County to build climate resilience.,Kurugenzi ya Huduma za Mifugo inakuza ulinzi wa maeneo ya kando ya mto miongoni mwa wakulima wa mihogo katika Kaunti ya Nyandarua ili kujenga ustahimilivu wa hali ya hewa.,,National Cereals and Produce Board,1/5/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003593,Agriculture,Farmers in Mandera County are encouraged to adopt organic certification to conserve soil and water on their maize farms.,Wakulima katika Kaunti ya Mandera wanahimizwa kupitisha cheti cha kikaboni ili kuhifadhi udongo na maji kwenye mashamba yao ya mahindi.,,KALRO,6/19/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003594,Agriculture,Directorate of Veterinary Services is promoting reduced chemical pesticide use among avocado farmers in Nyeri County to build climate resilience.,Kurugenzi ya Huduma za Mifugo inakuza matumizi ya dawa za kuua wadudu za kemikali miongoni mwa wakulima wa parachichi katika Kaunti ya Nyeri ili kujenga ustahimilivu wa hali ya hewa.,,Agricultural Sector Transformation Programme,2/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003595,Agriculture,State Department for Cooperatives highlights riparian buffer zone protection as a key strategy for sustainable sugarcane production in Makueni County.,Idara ya Ushirika ya Jimbo inaangazia ulinzi wa maeneo ya kando ya mito kama mkakati muhimu wa uzalishaji endelevu wa miwa katika Kaunti ya Makueni.,,National Drought Management Authority,6/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003596,Agriculture,County Directorate of Agriculture is promoting reduced chemical pesticide use among tea farmers in Mandera County to build climate resilience.,Kurugenzi ya Kilimo ya Kaunti inakuza matumizi ya dawa za kuua wadudu za kemikali miongoni mwa wakulima wa chai katika Kaunti ya Mandera ili kujenga ustahimilivu wa hali ya hewa.,,Kenya Meteorological Department,1/24/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003597,Agriculture,County Government Extension Services is training farmers in Garissa County on agroforestry practices as part of a wider climate-smart agriculture push.,Huduma za Ugani za Serikali ya Kaunti zinawafunza wakulima katika Kaunti ya Garissa kuhusu mbinu za kilimo mseto kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,KEPHIS,6/2/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003598,Agriculture,Kenya National Farmers' Federation highlights composting and organic fertilizer use as a key strategy for sustainable sweet potatoes production in Kakamega County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia matumizi ya mbolea ya mboji na mbolea ya kikaboni kama mkakati muhimu wa uzalishaji endelevu wa viazi vitamu katika Kaunti ya Kakamega.,,Kenya Meteorological Department,5/12/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003599,Agriculture,Communities in Trans Nzoia County are reminded to practice reduced chemical pesticide use to protect water sources near farmland.,Jamii katika Kaunti ya Trans Nzoia zinakumbushwa kupunguza matumizi ya dawa za kuua wadudu ili kulinda vyanzo vya maji karibu na mashamba.,,"Ministry of Agriculture, Livestock and Fisheries",2/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003600,Agriculture,County Government Extension Services highlights agroforestry practices as a key strategy for sustainable tomatoes production in Bungoma County.,Huduma za Upanuzi za Serikali ya Kaunti zinaangazia mbinu za kilimo mseto kama mkakati muhimu wa uzalishaji endelevu wa nyanya katika Kaunti ya Bungoma.,,Kenya National Farmers' Federation,4/6/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003601,Agriculture,Directorate of Veterinary Services is training farmers in Makueni County on rainwater harvesting systems as part of a wider climate-smart agriculture push.,Kurugenzi ya Huduma za Mifugo inawafunza wakulima katika Kaunti ya Makueni kuhusu mifumo ya uvunaji wa maji ya mvua kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Kenya National Farmers' Federation,1/10/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003602,Agriculture,Communities in Busia County are reminded to practice composting and organic fertilizer use to protect water sources near farmland.,Jamii katika Kaunti ya Busia zinakumbushwa kutumia mbolea ya kikaboni na mbolea ya mboji ili kulinda vyanzo vya maji karibu na mashamba.,,Kenya National Farmers' Federation,7/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003603,Agriculture,Farmers in Marsabit County are encouraged to adopt water-harvesting zai pits to conserve soil and water on their passion fruit farms.,Wakulima katika Kaunti ya Marsabit wanahimizwa kutumia mashimo ya zai ya kuvuna maji ili kuhifadhi udongo na maji kwenye mashamba yao ya matunda ya passion.,,National Drought Management Authority,7/22/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003604,Agriculture,FAO Kenya is training farmers in Bomet County on composting and organic fertilizer use as part of a wider climate-smart agriculture push.,FAO Kenya inawafunza wakulima katika Kaunti ya Bomet kuhusu utengenezaji wa mbolea ya kikaboni na matumizi yake kama sehemu ya juhudi kubwa za kilimo zinazozingatia hali ya hewa.,,KEPHIS,5/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003605,Agriculture,Farmers in Homa Bay County are encouraged to adopt cover cropping to conserve soil and water on their tomatoes farms.,Wakulima katika Kaunti ya Homa Bay wanahimizwa kutumia kilimo cha kufunika udongo ili kuhifadhi udongo na maji kwenye mashamba yao ya nyanya.,,County Directorate of Agriculture,1/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003606,Agriculture,Communities in Garissa County are reminded to practice water-harvesting zai pits to protect water sources near farmland.,Jamii katika Kaunti ya Garissa zinakumbushwa kufanya mazoezi ya kuvuna maji kwenye mashimo ya zai ili kulinda vyanzo vya maji karibu na mashamba.,,KALRO,6/24/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003607,Agriculture,Directorate of Veterinary Services is training farmers in Migori County on water-harvesting zai pits as part of a wider climate-smart agriculture push.,Kurugenzi ya Huduma za Mifugo inawafunza wakulima katika Kaunti ya Migori kuhusu mashimo ya zai ya kuvuna maji kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,State Department for Cooperatives,2/12/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003608,Agriculture,KEPHIS is promoting organic certification among tea farmers in Nyandarua County to build climate resilience.,KEPHIS inakuza uidhinishaji wa chai wa kikaboni miongoni mwa wakulima wa chai katika Kaunti ya Nyandarua ili kujenga ustahimilivu wa hali ya hewa.,,"Ministry of Agriculture, Livestock and Fisheries",6/28/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003609,Agriculture,County Government Extension Services is promoting rainwater harvesting systems among groundnuts farmers in Busia County to build climate resilience.,Huduma za Ugani za Serikali ya Kaunti zinakuza mifumo ya kuvuna maji ya mvua miongoni mwa wakulima wa karanga katika Kaunti ya Busia ili kujenga ustahimilivu wa hali ya hewa.,,County Government Extension Services,5/17/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003610,Agriculture,Farmers in Narok County are encouraged to adopt riparian buffer zone protection to conserve soil and water on their kale (sukuma wiki) farms.,Wakulima katika Kaunti ya Narok wanahimizwa kutumia ulinzi wa maeneo ya kando ya mto ili kuhifadhi udongo na maji kwenye mashamba yao ya kale (sukuma wiki).,,"Ministry of Agriculture, Livestock and Fisheries",3/2/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003611,Agriculture,Farmers in Machakos County are encouraged to adopt composting and organic fertilizer use to conserve soil and water on their maize farms.,Wakulima katika Kaunti ya Machakos wanahimizwa kutumia mbolea ya mboji na mbolea ya kikaboni ili kuhifadhi udongo na maji kwenye mashamba yao ya mahindi.,,Kenya National Farmers' Federation,7/23/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003612,Agriculture,KALRO highlights composting and organic fertilizer use as a key strategy for sustainable wheat production in Meru County.,KALRO inaangazia matumizi ya mbolea ya kikaboni na mbolea ya kikaboni kama mkakati muhimu wa uzalishaji endelevu wa ngano katika Kaunti ya Meru.,,County Directorate of Agriculture,3/4/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003613,Agriculture,County Directorate of Agriculture highlights cover cropping as a key strategy for sustainable wheat production in Bungoma County.,Kurugenzi ya Kilimo ya Kaunti inaangazia kilimo cha kufunika kama mkakati muhimu wa uzalishaji endelevu wa ngano katika Kaunti ya Bungoma.,,National Cereals and Produce Board,4/12/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003614,Agriculture,Farmers in Tharaka Nithi County are encouraged to adopt cover cropping to conserve soil and water on their wheat farms.,Wakulima katika Kaunti ya Tharaka Nithi wanahimizwa kutumia kilimo cha kufunika udongo ili kuhifadhi udongo na maji katika mashamba yao ya ngano.,,County Directorate of Agriculture,1/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003615,Agriculture,Communities in Nyandarua County are reminded to practice organic certification to protect water sources near farmland.,Jamii katika Kaunti ya Nyandarua zinakumbushwa kutumia uidhinishaji wa kikaboni ili kulinda vyanzo vya maji karibu na mashamba.,,KALRO,4/4/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003616,Agriculture,KALRO highlights soil erosion control as a key strategy for sustainable cassava production in Kilifi County.,KALRO inaangazia udhibiti wa mmomonyoko wa udongo kama mkakati muhimu wa uzalishaji endelevu wa mihogo katika Kaunti ya Kilifi.,,FAO Kenya,7/11/2026,Sustainable Farming | Synthetic - Sustainable Farming - soil erosion control
PSA003617,Agriculture,State Department for Cooperatives highlights organic certification as a key strategy for sustainable groundnuts production in Mandera County.,Idara ya Ushirika ya Jimbo inaangazia uidhinishaji wa kikaboni kama mkakati muhimu wa uzalishaji endelevu wa karanga katika Kaunti ya Mandera.,,State Department for Cooperatives,7/26/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003618,Agriculture,Kenya National Farmers' Federation is promoting composting and organic fertilizer use among passion fruit farmers in Isiolo County to build climate resilience.,Shirikisho la Kitaifa la Wakulima la Kenya linakuza matumizi ya mbolea ya kikaboni miongoni mwa wakulima wa matunda ya passion katika Kaunti ya Isiolo ili kujenga ustahimilivu wa hali ya hewa.,,National Cereals and Produce Board,6/16/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003619,Agriculture,KEPHIS is training farmers in Turkana County on composting and organic fertilizer use as part of a wider climate-smart agriculture push.,KEPHIS inawafunza wakulima katika Kaunti ya Turkana kuhusu utengenezaji wa mbolea na matumizi ya mbolea za kikaboni kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Kenya Meteorological Department,2/2/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003620,Agriculture,Communities in Busia County are reminded to practice agroforestry practices to protect water sources near farmland.,Jamii katika Kaunti ya Busia zinakumbushwa kufanya mazoezi ya kilimo mseto ili kulinda vyanzo vya maji karibu na mashamba.,,KALRO,3/1/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003621,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is training farmers in Trans Nzoia County on water-harvesting zai pits as part of a wider climate-smart agriculture push.","Wizara ya Kilimo, Mifugo na Uvuvi inawafunza wakulima katika Kaunti ya Trans Nzoia kuhusu mashimo ya zai ya kuvuna maji kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.",,National Drought Management Authority,4/21/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003622,Agriculture,KALRO highlights composting and organic fertilizer use as a key strategy for sustainable sorghum production in Nakuru County.,KALRO inaangazia matumizi ya mbolea ya kikaboni na mbolea ya kikaboni kama mkakati muhimu wa uzalishaji endelevu wa mtama katika Kaunti ya Nakuru.,,KALRO,3/15/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003623,Agriculture,Farmers in Nyandarua County are encouraged to adopt organic certification to conserve soil and water on their beans farms.,Wakulima katika Kaunti ya Nyandarua wanahimizwa kupitisha cheti cha kilimo hai ili kuhifadhi udongo na maji kwenye mashamba yao ya maharagwe.,,County Directorate of Agriculture,2/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003624,Agriculture,Kenya National Farmers' Federation highlights soil erosion control as a key strategy for sustainable maize production in Nyandarua County.,Shirikisho la Kitaifa la Wakulima la Kenya linaangazia udhibiti wa mmomonyoko wa udongo kama mkakati muhimu wa uzalishaji endelevu wa mahindi katika Kaunti ya Nyandarua.,,County Government Extension Services,1/4/2026,Sustainable Farming | Synthetic - Sustainable Farming - soil erosion control
PSA003625,Agriculture,KEPHIS is training farmers in Kajiado County on riparian buffer zone protection as part of a wider climate-smart agriculture push.,KEPHIS inawafunza wakulima katika Kaunti ya Kajiado kuhusu ulinzi wa maeneo ya kando ya mito kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,KEPHIS,7/16/2026,Sustainable Farming | Synthetic - Sustainable Farming - riparian buffer zone protection
PSA003626,Agriculture,"Ministry of Agriculture, Livestock and Fisheries highlights cover cropping as a key strategy for sustainable sorghum production in Taita Taveta County.","Wizara ya Kilimo, Mifugo na Uvuvi inaangazia kilimo cha mazao ya ziada kama mkakati muhimu wa uzalishaji endelevu wa mtama katika Kaunti ya Taita Taveta.",,Kenya Meteorological Department,7/23/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003627,Agriculture,Farmers in Mandera County are encouraged to adopt cover cropping to conserve soil and water on their avocado farms.,Wakulima katika Kaunti ya Mandera wanahimizwa kutumia kilimo cha kufunika udongo ili kuhifadhi udongo na maji katika mashamba yao ya parachichi.,,State Department for Cooperatives,1/28/2026,Sustainable Farming | Synthetic - Sustainable Farming - cover cropping
PSA003628,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is promoting integrated pest management among sorghum farmers in Trans Nzoia County to build climate resilience.","Wizara ya Kilimo, Mifugo na Uvuvi inakuza usimamizi jumuishi wa wadudu waharibifu miongoni mwa wakulima wa mtama katika Kaunti ya Trans Nzoia ili kujenga ustahimilivu wa hali ya hewa.",,National Cereals and Produce Board,5/18/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003629,Agriculture,Communities in West Pokot County are reminded to practice rainwater harvesting systems to protect water sources near farmland.,Jamii katika Kaunti ya Pokot Magharibi zinakumbushwa kutumia mifumo ya kuvuna maji ya mvua ili kulinda vyanzo vya maji karibu na mashamba.,,County Directorate of Agriculture,7/21/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003630,Agriculture,Communities in Garissa County are reminded to practice reduced chemical pesticide use to protect water sources near farmland.,Jamii katika Kaunti ya Garissa zinakumbushwa kupunguza matumizi ya dawa za kuua wadudu ili kulinda vyanzo vya maji karibu na mashamba.,,County Directorate of Agriculture,7/22/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003631,Agriculture,Farmers in Taita Taveta County are encouraged to adopt water-harvesting zai pits to conserve soil and water on their sorghum farms.,Wakulima katika Kaunti ya Taita Taveta wanahimizwa kutumia mashimo ya zai ya kuvuna maji ili kuhifadhi udongo na maji kwenye mashamba yao ya mtama.,,Agricultural Sector Transformation Programme,5/8/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003632,Agriculture,Communities in Kitui County are reminded to practice agroforestry practices to protect water sources near farmland.,Jamii katika Kaunti ya Kitui zinakumbushwa kufanya mazoezi ya kilimo mseto ili kulinda vyanzo vya maji karibu na mashamba.,,National Drought Management Authority,7/26/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003633,Agriculture,Kenya National Farmers' Federation is training farmers in Baringo County on rainwater harvesting systems as part of a wider climate-smart agriculture push.,Shirikisho la Kitaifa la Wakulima la Kenya linawafunza wakulima katika Kaunti ya Baringo kuhusu mifumo ya uvunaji wa maji ya mvua kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,KEPHIS,1/10/2026,Sustainable Farming | Synthetic - Sustainable Farming - rainwater harvesting systems
PSA003634,Agriculture,Farmers in Bungoma County are encouraged to adopt water-harvesting zai pits to conserve soil and water on their coffee farms.,Wakulima katika Kaunti ya Bungoma wanahimizwa kutumia mashimo ya zai ya kuvuna maji ili kuhifadhi udongo na maji katika mashamba yao ya kahawa.,,National Cereals and Produce Board,4/2/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003635,Agriculture,County Government Extension Services is promoting agroforestry practices among French beans farmers in Kericho County to build climate resilience.,Huduma za Ugani za Serikali ya Kaunti zinakuza mbinu za kilimo mseto miongoni mwa wakulima wa maharagwe ya Kifaransa katika Kaunti ya Kericho ili kujenga ustahimilivu wa hali ya hewa.,,Agricultural Sector Transformation Programme,2/9/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003636,Agriculture,Farmers in Bungoma County are encouraged to adopt organic certification to conserve soil and water on their mango farms.,Wakulima katika Kaunti ya Bungoma wanahimizwa kupitisha cheti cha kilimo hai ili kuhifadhi udongo na maji kwenye mashamba yao ya maembe.,,FAO Kenya,7/6/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003637,Agriculture,Farmers in Kilifi County are encouraged to adopt reduced chemical pesticide use to conserve soil and water on their maize farms.,Wakulima katika Kaunti ya Kilifi wanahimizwa kutumia dawa za kuua wadudu kwa kiwango cha chini ili kuhifadhi udongo na maji kwenye mashamba yao ya mahindi.,,State Department for Cooperatives,7/17/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003638,Agriculture,FAO Kenya highlights reduced chemical pesticide use as a key strategy for sustainable beans production in Taita Taveta County.,FAO Kenya inaangazia kupungua kwa matumizi ya kemikali ya dawa za kuua wadudu kama mkakati muhimu wa uzalishaji endelevu wa maharagwe katika Kaunti ya Taita Taveta.,,State Department for Cooperatives,1/5/2026,Sustainable Farming | Synthetic - Sustainable Farming - reduced chemical pesticide use
PSA003639,Agriculture,"Ministry of Agriculture, Livestock and Fisheries is training farmers in Laikipia County on agroforestry practices as part of a wider climate-smart agriculture push.","Wizara ya Kilimo, Mifugo na Uvuvi inawafunza wakulima katika Kaunti ya Laikipia kuhusu mbinu za kilimo mseto kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.",,National Cereals and Produce Board,7/9/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003640,Agriculture,Kenya Meteorological Department is training farmers in Kiambu County on composting and organic fertilizer use as part of a wider climate-smart agriculture push.,Idara ya Hali ya Hewa ya Kenya inawafunza wakulima katika Kaunti ya Kiambu kuhusu utengenezaji wa mbolea ya kikaboni na matumizi yake kama sehemu ya juhudi kubwa za kilimo zinazozingatia hali ya hewa.,,KEPHIS,1/16/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003641,Agriculture,State Department for Cooperatives is training farmers in Meru County on integrated pest management as part of a wider climate-smart agriculture push.,Idara ya Ushirika ya Jimbo inawafunza wakulima katika Kaunti ya Meru kuhusu usimamizi jumuishi wa wadudu waharibifu kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,Kenya Meteorological Department,1/14/2026,Sustainable Farming | Synthetic - Sustainable Farming - integrated pest management
PSA003642,Agriculture,KEPHIS is training farmers in Marsabit County on composting and organic fertilizer use as part of a wider climate-smart agriculture push.,KEPHIS inawafunza wakulima katika Kaunti ya Marsabit kuhusu utengenezaji wa mbolea na matumizi ya mbolea za kikaboni kama sehemu ya msukumo mpana wa kilimo unaozingatia hali ya hewa.,,County Directorate of Agriculture,2/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003643,Agriculture,National Cereals and Produce Board highlights agroforestry practices as a key strategy for sustainable tomatoes production in Kitui County.,Bodi ya Kitaifa ya Nafaka na Mazao inaangazia mbinu za kilimo mseto kama mkakati muhimu wa uzalishaji endelevu wa nyanya katika Kaunti ya Kitui.,,Kenya National Farmers' Federation,2/20/2026,Sustainable Farming | Synthetic - Sustainable Farming - agroforestry practices
PSA003644,Agriculture,Farmers in Kwale County are encouraged to adopt water-harvesting zai pits to conserve soil and water on their wheat farms.,Wakulima katika Kaunti ya Kwale wanahimizwa kutumia mashimo ya zai ya kuvuna maji ili kuhifadhi udongo na maji kwenye mashamba yao ya ngano.,,National Drought Management Authority,6/17/2026,Sustainable Farming | Synthetic - Sustainable Farming - water-harvesting zai pits
PSA003645,Agriculture,Farmers in Bomet County are encouraged to adopt composting and organic fertilizer use to conserve soil and water on their cassava farms.,Wakulima katika Kaunti ya Bomet wanahimizwa kutumia mbolea ya mboji na mbolea ya kikaboni ili kuhifadhi udongo na maji kwenye mashamba yao ya mihogo.,,County Directorate of Agriculture,1/13/2026,Sustainable Farming | Synthetic - Sustainable Farming - composting and organic fertilizer use
PSA003646,Agriculture,Kenya Meteorological Department is training farmers in Narok County on organic certification as part of a wider climate-smart agriculture push.,Idara ya Hali ya Hewa ya Kenya inawafunza wakulima katika Kaunti ya Narok kuhusu uidhinishaji wa kilimo hai kama sehemu ya juhudi kubwa za kilimo zinazozingatia hali ya hewa.,,National Cereals and Produce Board,1/7/2026,Sustainable Farming | Synthetic - Sustainable Farming - organic certification
PSA003647,Agriculture,FAO Kenya highlights soil erosion control as a key strategy for sustainable wheat production in Siaya County.,FAO Kenya inaangazia udhibiti wa mmomonyoko wa udongo kama mkakati muhimu wa uzalishaji endelevu wa ngano katika Kaunti ya Siaya.,,Directorate of Veterinary Services,5/26/2026,Sustainable Farming | Synthetic - Sustainable Farming - soil erosion control
