PSA_ID,Domain,English,Kiswahili,Dholuo
2801,Security,"The Kenya Human Rights Commission criticized the IG for bypassing the Police Service Commission’s authority, warning that it undermines constitutional oversight.","Tume ya Haki za Kibinadamu ya Kenya ilimkosoa IG kwa kupuuza mamlaka ya Tume ya Huduma za Polisi, ikionya kwamba inadhoofisha usimamizi wa kikatiba.","Kenya Human Rights Commission nokwedo IG nikech ne oketo pachgi kuom migawo mar Commission of Police Service, kendo ne osiemo ni mano ketho chike mag sirkal."
2802,Security,"Media highlighted calls for an independent investigation into a custodial death, with families demanding prosecution and better detention oversight.","Vyombo vya habari viliangazia wito wa uchunguzi huru kuhusu kifo cha mtu aliyekamatwa, huku familia zikidai mashtaka na usimamizi bora wa kizuizini.","Jofwamb weche ne onyiso ni ne dwarore ni otim nonro ma onge ratiro kuom tho ma ne otimore e jela, kendo joodgi ne dwaro ni otergi e bura kendo mondo omi gibed gi chenro maber mar rito joma otwe."
2806,Security,An NGO launched a citizen oversight toolkit with training materials and reporting templates to strengthen youth involvement in accountability.,Shirika lisilo la kiserikali lilizindua zana ya usimamizi wa raia yenye vifaa vya mafunzo na vielelezo vya kuripoti ili kuimarisha ushiriki wa vijana katika uwajibikaji.,Riwruok moro mar oganda maok nie sirkal nochako chenro mar konyo ji mondo obed gi chenro mar tiego ji kendo chiwo ripot e yo maber mondo omed jiwo rowere mondo obed gi thuolo mar timo yiero.
2807,Security,Judicial leadership endorsed IPOA’s mandate and pledged support for stronger cooperation between the judiciary and the oversight body.,Uongozi wa mahakama uliidhinisha agizo la IPOA na kuahidi kuunga mkono ushirikiano imara zaidi kati ya mahakama na chombo cha usimamizi.,Jotelo mag buche mag bura ne oyie gi migawo mar IPOA kendo ne gisingore ni gibiro riwo lwedo winjruok motegno e kind buche mag buche mag bura kod buche mag bura.
2808,Security,IPOA launched a toll-free hotline operating 24/7 for public reporting of misconduct to increase accessibility and transparency.,"IPOA ilizindua simu ya dharura isiyolipishwa inayofanya kazi masaa 24 kwa siku, siku 7 kwa ajili ya kuripoti kwa umma kuhusu utovu wa nidhamu ili kuongeza ufikiaji na uwazi.",IPOA ne ochako tiyo gi simo maonge chudo ma tiyo odiechieng' kodiechieng' mondo okony ji ng'eyo timbe maricho ma ne otimore mondo omi ji obed thuolo kendo gibed mang'won.
2809,Security,A formal agreement between IPOA and the Law Society of Kenya aimed to streamline legal responses and improve prosecution support.,Makubaliano rasmi kati ya IPOA na Chama cha Wanasheria cha Kenya yalilenga kurahisisha majibu ya kisheria na kuboresha usaidizi wa mashtaka.,Oganda mar Joluo mar Kenya kod IPOA notimo singruok mar loso chike e yo mayot kendo e yo maber mondo okony joma ne dhi donjo e buche mag kes.
2810,Security,"A review detailed IPOA’s achievements, challenges, and strategic direction and outlined next steps in police accountability reform.","Mapitio yalielezea kwa kina mafanikio ya IPOA, changamoto, na mwelekeo wa kimkakati na kuainisha hatua zinazofuata katika mageuzi ya uwajibikaji wa polisi.","Nonro moro ne olero e yo matut gik ma IPOA osetimo, pek ma oyudo, kod yo ma gichano mar lochoe, kendo ne olero okang' ma biro luwo e loso chike mag polis."
2812,Security,"Following an IPOA probe, a senior officer and colleague were charged with torture and abuse of office, demonstrating judicial follow-through.","Kufuatia uchunguzi wa IPOA, afisa mkuu na mwenzake walishtakiwa kwa mateso na matumizi mabaya ya ofisi, wakionyesha ufuatiliaji wa kimahakama.","Bang' nono weche mag IPOA, ne odonjne ofisa moro maduong' kod jaode ni ne gitimo timbe mag sand kod tiyo marach gi migawo ma ne en-go, kendo mano nonyiso ni ne gitimo kamano e yo ma ratiro."
2813,Security,"A court verdict held a police sergeant accountable in a fatal shooting case, setting precedent for misconduct prosecutions.","Uamuzi wa mahakama ulimfanya sajenti wa polisi kuwajibika katika kesi ya kupigwa risasi na kusababisha kifo, na kuweka mfano wa mashtaka ya utovu wa nidhamu.",Kot nong'ado bura ma nomiyo jatend polise odonjo e bura nikech ne oneg ng'ato ka ne onege. Mano nomiyo oter kesno e kot nikech timbe maricho.
2814,Security,A legal ruling confirmed IPOA’s exclusive authority to investigate police misconduct and rejected attempts to limit its jurisdiction.,Uamuzi wa kisheria ulithibitisha mamlaka ya kipekee ya IPOA kuchunguza utovu wa nidhamu wa polisi na kukataa majaribio ya kupunguza mamlaka yake.,Bura moro ma ne ong'ad ne onyiso ni IPOA kende ema nigi ratiro mar nono timbe maricho mag polise kendo notamore temo chungo ratiro mar sirkal.
2816,Security,"IPOA spotlighted a serious misconduct case in Mombasa, calling for transparency and systemic discipline reforms.","IPOA iliangazia kesi kubwa ya utovu wa nidhamu huko Mombasa, ikitaka uwazi na mageuzi ya nidhamu ya kimfumo.","IPOA ne oketo ranyisi mar ketho chik maduong' e Mombasa, kendo ne okwayo ni otim lokruok e weche ma nyiso ni ji ong'eyo weche duto kendo ni otim lokruok e yo ma tayo chik."
2819,Security,IPOA issued updates on detainee fatality investigations and outlined measures to improve custodial conditions.,IPOA ilitoa taarifa mpya kuhusu uchunguzi wa vifo vya wafungwa na kuainisha hatua za kuboresha hali ya kifungo.,IPOA ne ogolo weche manyien e wi nonro mar tho mar joma otwe kendo ne olero okang' ma ne onego oluw mondo okony joma otwe.
2820,Security,"A judicial ruling found former officers guilty of murder, reinforcing accountability for serious misconduct.","Uamuzi wa mahakama ulibaini maafisa wa zamani kuwa na hatia ya mauaji, na hivyo kuimarisha uwajibikaji kwa utovu mkubwa wa nidhamu.","Bura moro ma ne ong'ad ne onyiso ni joma ne tiyo e sirkal ne gin joma ne oneg ji, kendo mano nomiyo gibedo gi ratiro mar kawo okang' ne joma ne otimo timbe maricho."
2821,Security,An IPOA warning stated that silence within the police force enables impunity and called for cultural reforms and safe reporting.,Onyo la IPOA lilisema kwamba ukimya ndani ya jeshi la polisi huwezesha kutokujali na lilitaka mageuzi ya kitamaduni na kuripoti kwa usalama.,Siem moro mar IPOA nowacho ni ling'ling' ei polise miyo ji bedo maonge ketho kendo ne okwayo ni otim lokruok e kit ngima ji kendo mondo weche duto ma timore kik lal.
2822,Security,IPOA inspected forensic labs and case files to improve evidence integrity and transparency in criminal investigations.,IPOA ilikagua maabara za uchunguzi wa kimatibabu na faili za kesi ili kuboresha uadilifu wa ushahidi na uwazi katika uchunguzi wa jinai.,IPOA osenono buge mag kes mondo ong'i ratiro mag weche miyalo e court
2823,Security,"A multi-agency forum aligned civil society, oversight bodies, and government to develop a coordinated police reform strategy.","Jukwaa la mashirika mengi liliunganisha asasi za kiraia, vyombo vya usimamizi, na serikali ili kuunda mkakati wa mageuzi ya polisi ulioratibiwa.",Chokruok mar riwruoge mang'eny ne oromo  mondo olos chenro mar tich obila
2824,Security,"A public forum in Kakamega enabled citizens to report misconduct directly to officials, strengthening community oversight.","Jukwaa la umma huko Kakamega liliwawezesha raia kuripoti utovu wa nidhamu moja kwa moja kwa maafisa, na hivyo kuimarisha usimamizi wa jamii.","Chokruok moro mar ji duto ma ne otim Kakamega ne omiyo raia thuolo mar nyiso jotelo wach timbe maricho ma ne gitimo, kendo mano nomiyo ji omedo bedo gi paro maler  "
2826,Security,An audit exposed misuse of public funds in police operations and prompted calls for fiscal transparency and procurement reform.,Ukaguzi ulifichua matumizi mabaya ya fedha za umma katika shughuli za polisi na kusababisha wito wa uwazi wa kifedha na mageuzi ya ununuzi.,nonro mar pesa mitiyogo e migao mag polise osekelo lokruok mabeyo e chano kaka pesa tiyo
2827,Security,"A live radio program educated listeners on detainee rights, proper custody treatment, and legal recourse for abuse.","Kipindi cha redio cha moja kwa moja kilielimisha wasikilizaji kuhusu haki za wafungwa, utunzaji sahihi wa watoto, na njia ya kisheria ya kuchukua hatua dhidi ya unyanyasaji.","program mar redio osepuonjo jowinjo e wi ratiro ma joma otwe nigo, kaka onego otim ne joma otwe, kod kaka inyalo tiek tim mar chayo ng'ato e yor chik."
2828,Security,"Posters distributed nationwide explained suspects’ rights, legal search limits, and how to file complaints with oversight bodies.","Mabango yaliyosambazwa kote nchini yalielezea haki za washukiwa, mipaka ya utafutaji wa kisheria, na jinsi ya kuwasilisha malalamiko kwa vyombo vya usimamizi.","Weche ma ne ondik e piny mangima ne lero ratiro ma joma iketoe kiawa nigo, tong' ma chike chike oketo e manyo joma oket e tuech, koda kaka inyalo donj ne riwruoge ma nono weche."
2829,Security,"NPS launched an online portal providing access to oversight reports, misconduct statistics, complaint status, and disciplinary actions.","NPS ilizindua lango la mtandaoni linalotoa ufikiaji wa ripoti za usimamizi, takwimu za utovu wa nidhamu, hali ya malalamiko, na hatua za kinidhamu.","NPS nochako chenro mar tiyo gi intanet mar yudo ripode mag jarit, weche mag timbe maricho, chal mar gik ma ji wacho, koda weche mag kum."
2830,Security,APS introduced a yellow card system allowing citizens to report misconduct anonymously during patrols.,APS ilianzisha mfumo wa kadi za njano unaowaruhusu raia kuripoti utovu wa nidhamu bila kujulikana wakati wa doria.,APS ne oketo chenro mar yudo kad ma jachuoyo ma ne miyo raia thuolo mar nyiso timbe maricho e yo maok ong'ere sama gitimo tij lworo.
2831,Security,Mombasa County launched a text-based reporting line for victims to send secure complaints to oversight officials.,Kaunti ya Mombasa ilizindua laini ya kuripoti kwa njia ya maandishi kwa waathiriwa kutuma malalamiko salama kwa maafisa wa usimamizi.,Mombasa County nochako chenro mar chiwo ripot e yor ndiko ne joma ne otho mondo oor weche ma ok nyal geng'o kethogi ne joma ne tayo tijno.
2833,Security,DCI urged citizens to submit crime complaints or tips directly to DCI offices or email to improve investigative response.,DCI iliwasihi raia kuwasilisha malalamiko ya uhalifu au vidokezo moja kwa moja kwa ofisi za DCI au barua pepe ili kuboresha majibu ya uchunguzi.,DCI ne ojiwo raia mondo oter weche mag ketho chik kata weche mag ketho chik e ofise mag DCI kata e-mail mondo omi ji obed gi paro maber e wi weche mag nonro.
2834,Security,Guidance provided on how to file police misconduct complaints and the rights of complainants.,Mwongozo umetolewa kuhusu jinsi ya kuwasilisha malalamiko ya utovu wa nidhamu wa polisi na haki za walalamikaji.,Puonj ochiw e wi kaka inyalo donj ne polise e weche mag ketho chik kod ratiro mag joma odonjnego.
2835,Security,NPS refuted a false terror alert online and urged verification through official channels.,NPS ilikanusha tahadhari ya uwongo ya ugaidi mtandaoni na kuhimiza uthibitishaji kupitia njia rasmi.,NPS ne okwedo siem ma miriambo mar luoro e intanet kendo ne okwayo mondo okonygi ng'eyo wachno kokalo kuom yore mag sirkal.
2836,Security,US Embassy warned citizens of increased terror threats at tourist sites and advised heightened awareness.,Ubalozi wa Marekani ulionya raia kuhusu kuongezeka kwa vitisho vya ugaidi katika maeneo ya watalii na kushauri uelewa zaidi.,Amerka Embassy nochiwo siem ne raia kuom wach medo bedo gi luoro e kuonde ma ji wuokie kendo ne ojiwogi mondo gijiw ji.
2837,Security,Authorities warned Western and Nyanza communities of suspected terror recruitment and urged reporting of suspicious behavior.,Mamlaka zilionya jamii za Magharibi na Nyanza kuhusu tuhuma za kuajiri watu wanaoshukiwa kuwa magaidi na kuhimiza kuripotiwa kwa tabia zinazoshukiwa.,Sirkal nosiemo ji e pinje mag Western kod Nyanza kuom wach chulo ji mondo oti gi gige lweny kendo ne gijiwo ji mondo ochiw ripot kuom timbe maricho.
2838,Security,Public informed of an Al-Shabaab attack in Garissa and encouraged to stay vigilant as security heightened.,Umma umearifiwa kuhusu shambulio la Al-Shabaab huko Garissa na kuhimizwa kuwa macho huku usalama ukiimarishwa.,Ji duto ne olando ni Al-Shabaab ne omonjo Garissa kendo ne ojiwogi ni gisik ka girito ka sirkal medo bedo motegno.
2842,Security,Security operations intensified in Kitale and North Rift to combat cattle rustling with specialized units deployed.,Shughuli za usalama ziliimarishwa Kitale na North Rift ili kupambana na wizi wa mifugo huku vikosi maalum vikiwekwa.,Ne omedo tiyo gi yore mag rito dhok e Kitale kod North Rift mondo giked gi ywaruok ma ne nitie e kind dhok.
2843,Security,Government recognized GBV as a national security threat and called for inter‑agency collaboration.,Serikali ilitambua GBV kama tishio la usalama wa taifa na ikataka ushirikiano kati ya mashirika.,Sirkal ne oyie ni GBV en gima kelo hinyruok ne sirkal kendo ne okwayo ni riwruok mar oganda Jehova oriwre gi riwruok mar oganda Jehova.
2844,Security,A terror cell in Lamu was dismantled and suspects arrested in a joint security operation.,Kikosi cha ugaidi huko Lamu kilivunjwa na washukiwa walikamatwa katika operesheni ya pamoja ya usalama.,Ne oketh sel moro mar jo mahundu e taon mar Lamu kendo ne omak joma ne itemo chungo e tij sirkal.
2845,Security,NPS debunked a fake terror warning poster and cautioned against misinformation.,NPS ilikanusha bango bandia la onyo la ugaidi na kuonya dhidi ya taarifa potofu.,NPS ne oketo kiawa kuom weche ma ne ondik e wi weche mag lweny kendo ne ochiwo siem ne ji mondo kik gibed gi weche maok kare.
2846,Security,US Embassy issued advisory warning of heightened crime and terror risks and urged caution.,Ubalozi wa Marekani ulitoa onyo la ushauri kuhusu hatari kubwa za uhalifu na ugaidi na kuhimiza tahadhari.,Amerka Embassy nolando siem mar wach ketho chik kod timbe mahundu kendo ne okwayo ni mondo gibed motang'.
2847,Security,US Embassy imposed travel restrictions for staff in six counties due to insecurity.,Ubalozi wa Marekani uliweka vikwazo vya usafiri kwa wafanyakazi katika kaunti sita kutokana na ukosefu wa usalama.,Amerka ne ogolo chike mag wuoth ne jotich e gwenge auchiel nikech ne onge ritruok.
2848,Security,NPS published a list of most wanted terror suspects and urged anonymous public reporting.,NPS ilichapisha orodha ya washukiwa wa ugaidi wanaotafutwa sana na kuhimiza watu wasiojulikana kuripoti.,NPS ne ogolo list mar joma ne omany ahinya e weche mag mahundu kendo ne okwayo ni mondo ji ong'e ni ok gitim kamano.
2849,Security,KAA heightened airport security after a bomb threat and advised early arrival for screening.,KAA iliimarisha usalama wa uwanja wa ndege baada ya tishio la bomu na kushauri kuwasili mapema kwa ajili ya uchunguzi.,KAA ne omedo rito ndege bang' ka ne masira mar mbom moro otimore kendo ne ojiwo ni ji odog chon mondo otim nonro.
2850,Security,US government advised citizens to avoid Eastleigh and Kibera due to security concerns.,Serikali ya Marekani iliwashauri raia kuepuka Eastleigh na Kibera kutokana na wasiwasi wa usalama.,Sirkal mar Amerka nojiwo raia mondo kik giriw Eastleigh kod Kibera nikech weche mag sirkal.
2851,Security,Additional personnel were deployed to Naivasha to secure the Safari Rally event.,Wafanyakazi wengine walitumwa Naivasha ili kuhakikisha tukio la Safari Rally.,Ne oor jotich mamoko e taondno mondo omi gitim chokruok mar Safari Rally.
2852,Security,Public advised not to circulate graphic images after the DusitD2 attack to protect victims’ dignity.,Umma ulishauri kutosambaza picha za picha baada ya shambulio la DusitD2 ili kulinda heshima ya waathiriwa.,Ji ne okwayo mondo kik giland piche jomosenindo bang' monj mar DusitD2 mondo omi girit luor mar joma ne otho.
2853,Security,Cyclone Hidaya alert issued urging coastal residents to prepare for strong winds and floods.,Tahadhari ya Kimbunga Hidaya yatolewa ikiwataka wakazi wa pwani kujiandaa kwa upepo mkali na mafuriko.,Riembo kod pi mager mar yamo kod apaka ne okelo siem ne joma odak e dho nam.
2854,Security,"Interior Ministry warned ahead of protests, urging peaceful demonstrations and placing security forces on alert.","Wizara ya Mambo ya Ndani ilionya kabla ya maandamano, ikihimiza maandamano ya amani na kuwaweka vikosi vya usalama katika tahadhari.","Ministry of Interior nochiwo siem e wi gik ma ne dhi timore ka ji ok dhi e chokruok, ne okwayo mondo otim gik ma ne dhi kelo kuwe kendo ne oketo jolweny mag sirkal e bwo tem."
2855,Security,National Cybersecurity Strategy published outlining plans to protect digital infrastructure.,Mkakati wa Kitaifa wa Usalama wa Mtandaoni ulichapisha ukielezea mipango ya kulinda miundombinu ya kidijitali.,Chenro mar National Cybersecurity Strategy ne ogolo chenro mar rito chenro mag digital.
2856,Security,Multiple suspects arrested in Lamu during a counter‑terror operation; public urged to report tips.,Washukiwa kadhaa wakamatwa Lamu wakati wa operesheni ya kukabiliana na ugaidi; umma wahimizwa kuripoti taarifa za watu waliokamatwa.,Ji mang'eny ma ne odonjore gi timbe mahundu ne omak e taon mar Lamu; ne ojiw ji mondo ochiw paro.
2857,Security,Residents in flood and conflict‑prone areas ordered to evacuate with routes and shelters listed.,Wakazi katika maeneo yanayokumbwa na mafuriko na migogoro wameamriwa kuhama huku njia na makazi yakiorodheshwa.,"Ne ochik joma odak e alwora ma pi opong'o kendo ma nigi tungni mondo owuog e gweng'no, kendo ne oket kuonde ma gidhiye."
2858,Security,Government issued updates on North Rift anti‑bandit operations and reaffirmed commitment to security.,Serikali ilitoa taarifa mpya kuhusu shughuli za kupambana na majambazi za North Rift na kuthibitisha tena kujitolea kwa usalama.,Sirkal ne ogolo weche manyien e wi tij lweny ma ne itimo e North Rift kendo ne onyiso ni ne oketo pache kuom weche mag sirkal.
2859,Security,NPS reminded officers to avoid misuse of force during protests and maintain professionalism.,NPS iliwakumbusha maafisa kuepuka matumizi mabaya ya nguvu wakati wa maandamano na kudumisha weledi.,NPS noparo ne jotend polis ni kik giti gi teko e yo marach e kinde mag mor kendo gitim gik ma nyiso ni gin joma olony.
2860,Security,US Embassy warned of potential unrest during primaries and urged citizens to avoid large gatherings.,Ubalozi wa Marekani ulionya kuhusu machafuko yanayoweza kutokea wakati wa kura za mchujo na kuwasihi raia kuepuka mikusanyiko mikubwa.,Amerka ne osiemo ji kuom ywaruok manyalo bedoe e kinde mag yiero mag siasa kendo ne ojiwo raia mondo kik chokre e chokruoge madongo.
2862,Security,"Government declared a nationwide high-alert and urged citizens to remain calm, report suspicious activity, and cooperate with security agencies.","Serikali ilitangaza tahadhari kubwa kitaifa na kuwasihi raia kuwa watulivu, kuripoti shughuli zinazotiliwa shaka, na kushirikiana na vyombo vya usalama.","Sirkal nolando ni piny mangima en kama odong' gi siem kendo nojiwo raia mondo obed gi chuny mokuwe, onyis ni gitimo gik ma ok kare, kendo giti kanyachiel gi riwruoge ma rito weche mag sirkal."
2863,Security,NPS warned the public about a fake police recruitment advert online and advised job seekers to rely only on official government platforms.,NPS ilionya umma kuhusu tangazo bandia la kuajiri polisi mtandaoni na kuwashauri wanaotafuta kazi kutegemea majukwaa rasmi ya serikali pekee.,NPS nosiemo ji kuom wach lando miriambo mag polise e intanet kendo ne ojiwo jogo madwaro tich mondo oket genogi kuom chenro mag sirkal kende.
2864,Security,NPS dismissed a viral terror-warning poster as a hoax and urged the public to verify information before sharing.,NPS ilipuuza bango lililokuwa likieneza onyo la ugaidi kama ulaghai na kuwahimiza umma kuthibitisha taarifa kabla ya kuzisambaza.,NPS ne oketo poster ma ne nyiso ni ji nigi sigu gi timbe mahundu kaka miriambo kendo ne ojiwo ji mondo onon weche kapok gipogogi.
2865,Security,"APS responded to a school bomb threat by evacuating students, securing the area, and launching investigations into the source.","APS ilijibu tishio la bomu la shule kwa kuwahamisha wanafunzi, kulinda eneo hilo, na kuanzisha uchunguzi kuhusu chanzo.","APS ne odwoko pek ma ne oyudo nikech mbom moro ne omako skul kuom golo jopuonjre, rito alwora, kendo chako nono kama ne owuokie."
2866,Security,A curfew was imposed in Mandera County to address rising insecurity and facilitate ongoing security operations.,Amri ya kutotoka nje iliwekwa katika Kaunti ya Mandera ili kukabiliana na ongezeko la ukosefu wa usalama na kurahisisha shughuli za usalama zinazoendelea.,Ne oket chik mar wuok e kambi e taon mar Mandera mondo otiek gik maricho ma timore e alwora kendo mondo omi weche mag sirkal obed mayot.
2867,Security,Kenya Meteorological Department issued a flash-flood advisory for seven counties and urged residents to take safety precautions.,Idara ya Hali ya Hewa ya Kenya ilitoa ushauri kuhusu mafuriko ya ghafla kwa kaunti saba na kuwasihi wakazi kuchukua tahadhari za usalama.,Kenya Meteorological Department ne ogolo siem mar pi pi e gwenge abiriyo kendo ne ojiwo jogweng'no mondo otang' gi masiche.
2868,Security,Airports nationwide were placed on high alert with intensified screenings following a classified security memo.,Viwanja vya ndege kote nchini vimewekwa katika tahadhari kubwa huku uchunguzi ukiimarishwa kufuatia taarifa ya usalama iliyofichwa.,"E pinje duto, ne oket ndege e bwo rit maduong' kendo ne oket chenro mar nono weche mag sirkal."
2869,Security,"Authorities deployed surveillance, roadblocks, and emergency teams to ensure safety ahead of the Safari Rally.","Mamlaka ziliweka ufuatiliaji, vizuizi vya barabarani, na timu za dharura ili kuhakikisha usalama kabla ya Safari Rally.","Sirkal ne oketo chenro mar rito ji, ne ogeng'o ndara, kendo ne oketo grup mag rito ji mondo omi girit ngimagi kapok chokruok mar Safari ochakore."
2870,Security,"Government issued updates on North Rift anti-banditry operations, including arrests and livestock recovery, urging public cooperation.","Serikali ilitoa taarifa mpya kuhusu shughuli za kupambana na ujambazi za North Rift, ikiwa ni pamoja na kukamatwa na kurejeshwa kwa mifugo, ikihimiza ushirikiano wa umma.","Sirkal ne ogolo weche manyien e wi tij lweny ma ne itimo e North Rift, moriwo nyaka twech kod choko jamni, kendo ne ojiwo ji mondo oti kanyachiel."
2871,Security,Ministry of Interior advised evacuations in conflict-prone and flood-affected areas and deployed emergency response teams.,Wizara ya Mambo ya Ndani ilishauri uhamishaji katika maeneo yanayokumbwa na migogoro na mafuriko na kupeleka timu za kukabiliana na dharura.,Ministry of Interior ne ochiwo siem mondo ji owuog e gwenge ma ne nigi ywaruok kod kuonde ma ne pi opong'o kendo ne oket grup mag chiwo kony e kinde mag chandruok.
2872,Security,NPS reiterated guidance for officers to use proportional force during protests and to prioritize peaceful engagement.,NPS ilirudia mwongozo kwa maafisa kutumia nguvu sawia wakati wa maandamano na kuweka kipaumbele katika ushiriki wa amani.,NPS ne onwoyo paro ma ne ochiwo ne jotelo mondo oti gi teko mar kwan e kinde mag mor kendo mondo oket motelo weche mag kuwe.
2874,Security,"A national alert was issued over rising insecurity, with assurances that security measures were being strengthened across affected counties.","Tahadhari ya kitaifa ilitolewa kuhusu ongezeko la ukosefu wa usalama, huku kukiwa na uhakikisho kwamba hatua za usalama zinaimarishwa katika kaunti zilizoathiriwa.","Ne ogol siem mar piny mangima nikech ne nitie gik ma ne dhi miyo ngima obed matek, kendo ne ginyiso ni ne idhi med timo dongruok e weche mag sirkal."
2875,Security,U.S. Embassy renewed its advisory on possible unrest during U.S. primaries and urged heightened vigilance in demonstration-prone areas.,Ubalozi wa Marekani ulirejesha ushauri wake kuhusu uwezekano wa machafuko wakati wa kura za mchujo za Marekani na kuhimiza umakini mkubwa katika maeneo yenye maandamano.,Ambasada mar Amerka ne ochiwo siem manyien e wi ywaruok manyalo bedoe e kinde mag yiero mag piny Amerka kendo ne ojiwo ni mondo gibed motang' ahinya e alwora ma ji ohero riwo lwedo.
2876,Security,Authorities issued detailed Cyclone Hidaya safety guidance urging coastal residents to secure property and avoid non-essential travel.,Mamlaka yalitoa mwongozo wa kina wa usalama wa Kimbunga Hidaya kikiwataka wakazi wa pwani kulinda mali na kuepuka usafiri usio wa lazima.,Sirkal ne ogolo weche matut e wi weche mag ritruok mag kodh yamo mag Hurricane Hidaya ka gikwayo jogweng' manie nam mondo orit mwandugi kendo gitang' gi wuoth maok ochuno.
2877,Security,Security agencies increased nationwide patrols during the festive season to deter crime and safeguard communities.,Mashirika ya usalama yaliongeza doria za kitaifa wakati wa msimu wa sikukuu ili kuzuia uhalifu na kulinda jamii.,Sirkal ne medo timo tij lendo e piny mangima e kinde mag nyasi mondo gimi ji kik tim timbe mahundu kendo girit oganda.
2878,Security,"Interior CS briefed the Senate on national security readiness, highlighting anti-terror efforts and enhanced intelligence coordination.","Waziri wa Mambo ya Ndani aliifahamisha Seneti kuhusu utayari wa usalama wa taifa, akisisitiza juhudi za kupambana na ugaidi na uratibu ulioimarishwa wa kijasusi.","CS mar weche mag ot ne olero ne Senate wach mar bedo moikore ne weche mag sirkal, ka onyiso kinda mar kedo gi timbe mahundu kod medo jiwo winjruok e kind weche mag sirkal."
2879,Security,Government reaffirmed its commitment to combating cattle rustling through intensified patrols in the North Rift.,Serikali ilithibitisha tena kujitolea kwake kupambana na wizi wa mifugo kupitia doria zilizoimarishwa katika North Rift.,Sirkal nojiwo kendo chiwruokne mar kedo gi kwalo jamni kokalo kuom rito kuonde ma ji timoe nonro e North Rift.
2880,Security,Authorities notified the public of an Al-Shabaab attack in Garissa and urged vigilance as additional troops were deployed.,Mamlaka iliwaarifu umma kuhusu shambulio la Al-Shabaab huko Garissa na kuhimiza kuwa macho huku wanajeshi wengine wakipelekwa.,Sirkal ne onyiso ji ni Al-Shabaab ne omonjo Garissa kendo ne gikwayo ji mondo obed motang' nikech ne omed jolweny mamoko.
2881,Security,NPS discredited multiple fake posters circulating online and urged the public to avoid sharing unverified content.,NPS ilikanusha mabango mengi bandia yanayosambaa mtandaoni na kuwahimiza umma kuepuka kushiriki maudhui ambayo hayajathibitishwa.,NPS ne oketo nying' joma ne ondiko weche mag miriambo e Intanet kendo ne okwayo ji mondo kik gipog weche ma ne ok ong'ere.
2882,Security,APS promptly evacuated a school following a bomb threat and initiated investigations while strengthening safety protocols.,APS ilihamisha shule mara moja kufuatia tishio la bomu na kuanzisha uchunguzi huku ikiimarisha itifaki za usalama.,APS ne oringo mapiyo skul moro bang' ka ne masira mar mbom moro otimore kendo ne ochako timo nonro ka gijiwo chike mag ritruok.
2883,Security,"PRWG urged police to prevent masked infiltrators during protests, maintain professional crowd control, and ensure accountability for misconduct.","PRWG iliwasihi polisi kuzuia wavamizi waliovaa barakoa wakati wa maandamano, kudumisha udhibiti wa kitaalamu wa umati, na kuhakikisha uwajibikaji kwa utovu wa nidhamu.","PRWG ne ojiwo polise mondo ogeng' joma donjo e timbe mag wuondo, kendo mondo gichak rito oganda mar ji, kendo mondo gimi ji duto obed gi ketho kuom timbe maricho."
2884,Security,"Amnesty Kenya reminded officers to respect protest rights, protect medics and journalists, and avoid excessive force.","Amnesty Kenya iliwakumbusha maafisa kuheshimu haki za maandamano, kuwalinda madaktari na waandishi wa habari, na kuepuka kutumia nguvu kupita kiasi.","Amnesty Kenya noparo ne jotend sirkal ni onego giwinj ratiro mag joma riwo lwedo, girit lakteche kod jotim weche, kendo gitang' gi tiyo gi teko mokalo tong'."
2885,Security,"IPOA opened a comprehensive investigation into allegations of police misconduct during June protests, including use of live rounds and mass detentions.","IPOA ilianzisha uchunguzi wa kina kuhusu madai ya utovu wa nidhamu wa polisi wakati wa maandamano ya Juni, ikiwa ni pamoja na matumizi ya risasi za moja kwa moja na kuwekwa kizuizini kwa wingi.","IPOA ne ochako nonro matut kuom weche ma ne wacho ni polis ne ok tim maber e kinde mar gik ma ne otim e dwe mar Jun, moriwo tiyo gi bunde kod mako ji mang'eny."
2886,Security,PRWG reaffirmed that peaceful protests must be protected and criticized failures to separate violent actors from lawful demonstrators.,PRWG ilithibitisha tena kwamba maandamano ya amani lazima yalindwe na kukosolewa kwa kushindwa kuwatenganisha wahusika wa vurugu na waandamanaji halali.,PRWG ne owacho ni ok onego oket ketho kuom joma ne timo timbe gero kendo ne ok ginyal pogo joma ne timo timbe gero gi joma ne timo gik ma chik oyiego.
2887,Security,Human Rights Watch noted lack of prosecutions for 2023 protest-related deaths and urged enforcement of IPOA recommendations.,Human Rights Watch ilibainisha ukosefu wa mashtaka kwa vifo vinavyohusiana na maandamano ya 2023 na kuhimiza utekelezaji wa mapendekezo ya IPOA.,"Human Rights Watch ne owacho ni onge kes ma ne odonjne ne ji ma notho nikech gik ma ne otimore e higa mar 2023, kendo ne okwayo ni mondo otim kaka ne okor."
2888,Security,"Investigations revealed police attempts to misreport protest fatalities as accidents, raising concerns over deliberate cover-ups.","Uchunguzi umebaini kuwa polisi wanajaribu kuripoti vibaya vifo vya waandamanaji kama ajali, na kuzua wasiwasi kuhusu kuficha kwa makusudi.",Nonro ma ne otim nonyiso ni polise ne temo ketho weche ma ne owacho ni ne gin masiche nikech ne gitimo gik ma ne ok nyis ni ne giparo ni ne gineno ji.
