PSA_ID,Domain,English,Kiswahili,Dholuo,Final_Status
PSA004788,Education,Showcases stories of rights defenders,Inaonyesha hadithi za watetezi wa haki,Nyiso sigendini mag joma kedo ne ratiro mag dhano,Keep
PSA004789,Education,Sigalagala National Polytechnic opens AI training lab.,Sigalagala National Polytechnic yafungua maabara ya mafunzo ya AI.,Sigalagala National Polytechnic yawo kar tiegruok mar AI.,Keep
PSA004790,Education,Signing of Return-to-Work Formula for universities.,Kusainiwa kwa Fomula ya Kurudi Kazini kwa Vyuo Vikuu.,Loso chenro mar duogo e tich ne yunivasiti.,Keep
PSA004791,Education,Simulates real-life county fiscal choices,Huiga chaguzi halisi za fedha za kaunti,Oketho yiero mag sirkal ma timore e piny,Keep
PSA004792,Education,Skits explore budget accountability,Majaribio yanachunguza uwajibikaji wa bajeti,Sketch mar nono kaka pesa itiyogo e loso bajet,Keep
PSA004793,Education,SMS-based quizzes with civic themes,Majaribio yanayotegemea SMS yenye mandhari ya kiraia,Penjo mitimo kitiyo gi SMS motudore gi weche mag dak,Keep
PSA004794,Education,Songs submitted via Instagram,Nyimbo zilizowasilishwa kupitia Instagram,Wende ma ne ochiw kokalo kuom Instagram,Keep
PSA004795,Education,Spark your career! Join electrical vocational programs.,Cheza taaluma yako! Jiunge na programu za ufundi umeme.,Kony ng'at ma kamano! Dhi e skunde mag tiegruok e tije mag sitima.,Keep
PSA004796,Education,"Special needs classrooms increased to 500 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" apply for transfer before Dec 20!","Madarasa ya mahitaji maalum yameongezwa hadi 500 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" yanaomba uhamisho kabla ya Desemba 20!",Klase ma nigi dwaro makende omedore nyaka 500 kwa mondo odar kapok Desemba 20 ochopo!,Keep
PSA004797,Education,"Special needs learners get free assistive devices ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" collect from county office!","Wanafunzi wenye mahitaji maalum wanapata vifaa vya usaidizi bila malipo ambavyo ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" hukusanywa kutoka ofisi ya kaunti!",Jopuonjre ma nigi dwaro makende yudo gige kony maonge chudo koa e ofis mar kaunti!,Keep
PSA004798,Education,"Special needs learners: Apply for Ksh 50,000 annual grant before December 15.","Wanafunzi wenye mahitaji maalum: Tuma maombi ya ruzuku ya kila mwaka ya Ksh 50,000 kabla ya Desemba 15.","Jopuonjre ma nigi dwaro makende: Kwa kony mar Ksh 50,000 higa ka higa kapok Desemba 15.",Keep
PSA004799,Education,Start your business! Join TVET entrepreneurship courses.,Anza biashara yako! Jiunge na kozi za ujasiriamali za TVET.,Chako tijeni iwuon! Donj e tiegruok mar TVET e weche mag ohala.,Keep
PSA004800,Education,Students who scored C- and below in their 2023 Kenya Certificate of Secondary Education (KCSE) exam can pursue diploma and certificate courses in the medical field. The courses are offered at Kenya Me...,Wanafunzi waliopata alama ya C- na chini katika mtihani wao wa Cheti cha Elimu ya Sekondari cha Kenya (KCSE) cha 2023 wanaweza kufuata kozi za diploma na cheti katika uwanja wa matibabu. Kozi hizo zinatolewa katika Kenya Me...,Jopuonjre ma ne oyudo alama mar C- kata matin ne mano e penj margi mar Kenya Certificate of Secondary Education (KCSE) mar 2023 nyalo luwo somo mar diploma kod certificate e weche thieth. Puonjruokgi itimo e Kenya Me...,Keep
PSA004801,Education,Students who scored D+ and D (plain) in Kenya Certificate of Secondary Education (KCSE) will be eligible to pursue a certificate course of their choice in 2024. The certificates are offered in various...,Wanafunzi waliopata alama za D+ na D (wazi) katika Cheti cha Elimu ya Sekondari ya Kenya (KCSE) watastahiki kufuata kozi ya cheti wanayoipenda mwaka wa 2024. Vyeti hivyo hutolewa katika aina mbalimbali...,Jopuonjre mane oyudo alama mag D+ kod D (plain) e Kenya Certificate of Secondary Education (KCSE) biro bedo gi ratiro mar luwo somo mar certificate ma giyiero e higa mar 2024. Satifiketgo ichiwo e yore mopogore opogore...,Keep
PSA004802,Education,Study from ! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Puonjri Muma ka in pacho! Yud thuolo mar somo e intanet ne jopuonjre ma odak e gwenge.,Keep
PSA004803,Education,Summit on Institutional Clean Cooking.,Mkutano kuhusu Upishi Safi wa Kitaasisi.,Chokruok Maduong' e wi tedo e yo maler.,Keep
PSA004804,Education,Support adult literacy programs 2025.,Saidia programu za kusoma na kuandika za watu wazima 2025.,Kony program mag somo ne joma dongo 2025.,Keep
PSA004805,Education,Support alumni networks 2025.,Saidia mitandao ya wahitimu 2025.,Konyuru joma osetieko tiegruok margi e higa mar 2025.,Keep
PSA004806,Education,Support distance learning 2024.,Saidia kujifunza kwa umbali 2024.,Konyuru ji opuonjre ka gin mabor e higa mar 2024.,Keep
PSA004807,Education,Support early childhood development 2020.,Kusaidia maendeleo ya utotoni 2020.,Konyuru nyithindo ma pod tindo mondo odong maber e higa mar 2020.,Keep
PSA004808,Education,"Support education! Communities, fund school fees.","Saidia elimu! Jamii, fadhili ada za shule.",Konyuru e weche mag somo! Kanyakla onego ochiw pesa ne chudo mag skul.,Keep
PSA004809,Education,Support e-learning platforms 2021.,Saidia mifumo ya kujifunza mtandaoni 2021.,Konyuru e-puonjruok 2021.,Keep
PSA004810,Education,Support girls' education in rural areas 2022.,Kuunga mkono elimu ya wasichana katika maeneo ya vijijini 2022.,Konyuru nyithindo ma nyiri mondo oyud somo e gwenge mag gweng' e higa mar 2022.,Keep
PSA004811,Education,Support learning! Provide meals in drought-affected schools.,Saidia kujifunza! Toa milo katika shule zilizoathiriwa na ukame.,Konyuru jopuonjre! Chiw chiemo e skunde ma nokethore nikech oro.,Keep
PSA004812,Education,Support learning! Provide visual aids for blind students.,Saidia kujifunza! Toa vifaa vya kuona kwa wanafunzi wasioona.,Konyuru jopuonjre! Chiw gik makonyo nyithindo ma muofni neno.,Keep
PSA004813,Education,Support marginalized communities 2022.,Saidia jamii zilizotengwa 2022.,Konyuru joma ok nyal yudo kony e higa mar 2022.,Keep
PSA004814,Education,Support nomadic education 2022.,Saidia elimu ya kuhamahama 2022.,Riw lwedo somo mar jowuoth 2022.,Keep
PSA004815,Education,Support nomadic learners 2023.,Wasaidie wanafunzi wa kuhamahama 2023.,Kony jopuonjre mawuok e pinje maoko 2023.,Keep
PSA004816,Education,Support nomads! Fund mobile schools for pastoralists.,Saidia wahamaji! Fadhili shule zinazohamishika kwa wafugaji.,Konyuru jowuoth! Chiw pesa ne skunde mag kwath ma ji wuothoe.,Keep
PSA004817,Education,Support nomads! Fund programs for nomadic schools.,Saidia wahamaji! Fadhili programu kwa shule za wahamaji.,Konyuru jowuoth! Chiwo pesa ne skunde mag jodak.,Keep
PSA004818,Education,Support orphans! Apply for education scholarships in your county.,Saidia yatima! Omba ufadhili wa masomo katika kaunti yako.,Konyuru nyithi kiye! Many thuolo mar dhi e skul e gweng'u.,Keep
PSA004819,Education,Support refugee education 2021.,Saidia elimu ya wakimbizi 2021.,Konyuru joma oringo thuchegi 2021.,Keep
PSA004820,Education,Support refugees! Provide learning materials for refugee students.,Wasaidie wakimbizi! Toa vifaa vya kujifunzia kwa wanafunzi wakimbizi.,Konyuru joma oringo thuchegi! Chiwo gige puonjruok ne jopuonjre moringo thuchegi.,Keep
PSA004821,Education,Support re grants 2025.,Ruzuku za utafiti za usaidizi 2025.,Kony e timo nonro e higa mar 2025.,Keep
PSA004822,Education,Support rural electrification 2023.,Kuunga mkono usambazaji wa umeme vijijini 2023.,Riw lwedo weche mag stima e gwenge maboyo 2023.,Keep
PSA004823,Education,Support schools! Demand timely release of capitation funds.,Saidia shule! Omba kutolewa kwa fedha za ruzuku kwa wakati unaofaa.,Konyuru skunde! Dwaro mondo ogony pesa ma ne otigo e chulo gowi e kinde mowinjore.,Keep
PSA004824,Education,Support schools! Fund education in drought-affected areas.,Saidia shule! Fadhili elimu katika maeneo yaliyoathiriwa na ukame.,Support schools! Fund education in drought-affected areas.,Keep
PSA004825,Education,Support schools! Provide resources in drought areas.,Saidia shule! Toa rasilimali katika maeneo ya ukame.,Support schools! Provide resources in drought areas.,Keep
PSA004826,Education,Support special needs education 2024.,Kusaidia elimu ya mahitaji maalum 2024.,Support special needs education 2024.,Keep
PSA004827,Education,Support students! Fund school mental health services.,Wasaidie wanafunzi! Fadhili huduma za afya ya akili shuleni.,Support students! Fund school mental health services.,Keep
PSA004828,Education,Support students! Provide counseling after protests.,Wasaidie wanafunzi! Toa ushauri nasaha baada ya maandamano.,Support students! Provide counseling after protests.,Keep
PSA004829,Education,Support talent development 2022.,Saidia ukuzaji wa vipaji 2022.,Support talent development 2022.,Keep
PSA004830,Education,Support teacher promotions 2020.,Saidia kupandishwa cheo kwa walimu 2020.,Support teacher promotions 2020.,Keep
PSA004831,Education,Support teacher unions 2022.,Kuunga mkono vyama vya walimu 2022.,Support teacher unions 2022.,Keep
PSA004832,Education,Support teacher welfare programs 2021.,Saidia programu za ustawi wa walimu 2021.,Support teacher welfare programs 2021.,Keep
PSA004833,Education,Support teachers! Provide teaching aids and lesson plans.,Wasaidie walimu! Toa vifaa vya kufundishia na mipango ya masomo.,Support teachers! Provide teaching aids and lesson plans.,Keep
PSA004834,Education,Support teachers! Train educators for refugee students.,Wasaidie walimu! Wafunze waelimishaji kwa wanafunzi wakimbizi.,Support teachers! Train educators for refugee students.,Keep
PSA004835,Education,"Talk openly! Schools, promote mental health awareness.","Zungumzeni waziwazi! Shule, endeleeni uelewa wa afya ya akili.","Talk openly! Schools, promote mental health awareness.",Keep
PSA004836,Education,Targeted messages sent before county forums,Ujumbe unaolengwa uliotumwa kabla ya vikao vya kaunti,Targeted messages sent before county forums,Keep
PSA004837,Education,Teachers attend CBC training next week.,Walimu wanahudhuria mazoezi ya CBC kuanzia juma lijalo.,,Keep
PSA004838,Education,Teachers attend CBC training starting next week.,Walimu wanahudhuria mazoezi ya CBC kuanzia juma lijalo.,,Keep
PSA004839,Education,Teachers attend in-service training annually.,Walimu huhudhuria mafunzo ya huduma kila mwaka.,,Keep
PSA004840,Education,Teachers submit lesson plans for CBC 2023.,Walimu wanawasilisha mipango ya masomo kwa ajili ya CBC 2023.,Teachers submit lesson plans for CBC 2023.,Keep
PSA004841,Education,"Teachers: Train 50 students each on voter rights before November ends ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" directive!","Walimu: Wafunze wanafunzi 50 kila mmoja kuhusu haki za wapiga kura kabla ya Novemba kuisha kwa agizo la ""agizo""!",Teachers: Train 50 students each on voter rights before November ends directive!,Keep
PSA004842,Education,Train on climate education 2023.,Mafunzo kuhusu elimu ya hali ya hewa 2023.,Tiego ji e wi lokruok ma timore e kor lwasi 2023.,Keep
PSA004843,Education,Train on conflict resolution 2021.,Mafunzo kuhusu utatuzi wa migogoro 2021.,Tiegri e tieko ywaruok 2021.,Keep
PSA004844,Education,Train on data analysis 2024.,Mafunzo kuhusu uchambuzi wa data 2024.,Tieguru ji ong'e kaka ginyalo tiyo gi weche 2024.,Keep
PSA004845,Education,Train on data management 2023.,Mafunzo kuhusu usimamizi wa data 2023.,Tieguru ji kaka ginyalo tiyo gi weche e higa mar 2023.,Keep
PSA004846,Education,Train on disaster preparedness in schools 2020.,Mafunzo kuhusu maandalizi ya majanga shuleni 2020.,Tiegruok kuom ikruok ne masiche e skunde 2020.,Keep
PSA004847,Education,Train on emergency response 2021.,Treni ya dharura 2021.,Tieguru ji kaka ginyalo chiwo kony e kinde mag masira.,Keep
PSA004848,Education,Train on financial literacy 2020.,Mafunzo kuhusu uelewa wa kifedha 2020.,Tiegruok e weche mag pesa e higa mar 2020.,Keep
PSA004849,Education,Train on gender sensitivity 2021.,Mafunzo kuhusu usikivu wa kijinsia 2021.,Tiegri e weche mag chwo gi mon 2021.,Keep
PSA004850,Education,Train on inclusive teaching 2023.,Mafunzo kuhusu ufundishaji jumuishi 2023.,Tieguru ji mondo opuonjre e higa mar 2023.,Keep
PSA004851,Education,Train on leadership 2023.,Mafunzo kuhusu uongozi 2023.,Tiegri bedo jatelo e higa 2023.,Keep
PSA004852,Education,Train on mental health for teachers 2021.,Mafunzo kuhusu afya ya akili kwa walimu 2021.,Tiegruok e weche mag tuoche mag paro ne jopuonj 2021.,Keep
PSA004853,Education,Train on online safety 2021.,Treni kuhusu usalama mtandaoni 2021.,Tieguru ji kaka ginyalo tiyo gi intanet e yo maber.,Keep
PSA004854,Education,Train on sustainability 2024.,Mafunzo kuhusu uendelevu 2024.,Tieguru ji mondo odag e ngima maber nyaka 2024.,Keep
PSA004855,Education,Train staff! Address student unrest proactively.,Wafunze wafanyakazi! Shughulikia vurugu za wanafunzi kwa njia ya kujikinga.,Jorit mag gach reru! Kaw okang' mar tieko ywaruok mag jopuonjre.,Keep
PSA004856,Education,Train staff! Prepare schools for landslide risks.,Wafunze wafanyakazi! Tayarisha shule kwa hatari za maporomoko ya ardhi.,Jorit mag gach reru! Ikuru skunde ne masira mar yiengni piny.,Keep
PSA004857,Education,Train staff! Teach fire safety protocols in schools.,Wafunze wafanyakazi! Wafundishe taratibu za usalama wa moto shuleni.,Jorit mag gach reru! Puonjuru nyithindo yore mag geng'o mach e skunde.,Keep
PSA004858,Education,Train students! Practice flood evacuation in schools.,Wafunze wanafunzi! Fanya mazoezi ya uokoaji wa mafuriko shuleni.,Tieguru jopuonjre! Tieguru nyithindo kaka ginyalo geng'o ataro ka nitie pi mang'eny e skul.,Keep
PSA004859,Education,Train teachers! Address gender-based violence in schools.,Wafunze walimu! Shughulikia ukatili wa kijinsia shuleni.,Tieguru jopuonj! Loso yore mag kedo gi timbe gero mag nindruok e skunde.,Keep
PSA004860,Education,Train teachers! Prepare for landslide safety in schools.,Wafunze walimu! Jiandae kwa usalama wa maporomoko ya ardhi shuleni.,Tieguru jopuonj! Ikri ne weche mag geng'o yiengni mag lowo e skunde.,Keep
PSA004861,Education,Train teachers! Prepare for terror threats in schools.,Wafundishe walimu! Jiandae kwa vitisho vya ugaidi shuleni.,Tieguru jopuonj! Ikri ne gik ma nyalo kelo luoro e skunde.,Keep
PSA004862,Education,Train teachers! Support digital learning for all students.,Wafunze walimu! Saidia ujifunzaji wa kidijitali kwa wanafunzi wote.,Tieguru jopuonj! Kony jopuonjre duto mondo opuonjre e yor kompyuta.,Keep
PSA004863,Education,Train teachers! Support inclusive education for disabled students.,Wafunze walimu! Saidia elimu jumuishi kwa wanafunzi wenye ulemavu.,Tieguru jopuonj! Konyuru jopuonjre ma nigi midekre mondo oyud tiegruok maber.,Keep
PSA004864,Education,Train teachers! Teach protest safety protocols.,Wafundishe walimu! Wafundishe itifaki za usalama wa maandamano.,Tieguru jopuonj! Puonjgi yore mag ritruok sama itimo nyasi.,Keep
PSA004865,Education,Treasury gamifies budget learning for young audiences.,Hazina hucheza kamari kuhusu ujifunzaji wa bajeti kwa hadhira changa.,Treasury miyo somo mar budget obed mayot ne rowere.,Keep
PSA004866,Education,"Tune in EduTV 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å""10 AM for CBC lessons.","Tumia EduTV 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å""10 AM kwa masomo ya CBC.",Beduru e program mar EduTV 810 AM mondo uwinj puonj mag CBC.,Keep
PSA004867,Education,Tune in to EduTV Channel daily from 8:00 AM to 10:00 AM for CBC lessons.,Tumia EduTV Channel kila siku kuanzia saa 8:00 AM hadi saa 10:00 AM kwa masomo ya CBC.,Beduru e chanel mar EduTV pile ka pile chakre sa 8:00 okinyi nyaka sa 10:00 okinyi mondo uyud puonj mag CBC.,Keep
PSA004868,Education,"Tune in to EduTV daily 8ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å""10 AM for CBC lessons.",Tumia EduTV kila siku saa 8:00 AM kwa masomo ya CBC.,Luwreuru gi program mar EduTV pile ka pile e sa 10 okinyi mondo uwinj puonj mag CBC.,Keep
PSA004869,Education,"Tune in to Kenya Education Cloud for Grade 4ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å""8 CBC lessons.","Tumia EduTV Cloud ya Elimu ya Kenya kwa masomo ya CBC ya Darasa la 4ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å""8.",Luw Kenya Education Cloud mondo iyud somo mag CBC mar klas mar 48.,Keep
PSA004870,Education,"UNICEF welcomed the Kenyan GovernmentÃ‚â€™s phased reopening strategy, urging parents and educational stakeholders to support reentry of Grades 4, Class?8, and Form?4 students.","UNICEF ilikaribisha mkakati wa kufungua upya wa Serikali ya Kenya, ikiwahimiza wazazi na wadau wa elimu kuunga mkono uandikishaji upya wa wanafunzi wa Darasa la 4, Darasa la 8, na Kidato cha 4.","UNICEF ne orwako chenro mar Kenya mar chako somo kendo e okenge mopogore opogore, kendo ne ojiwo jonyuol kod jogo duto man gi tudruok e weche mag somo mondo oriw lwedo tij duoko nyithindo e klas mar 4 e skul. 8, kod Form? Jopuonjre 4.",Keep
PSA004871,Education,Universities collaborate to provide virtual library resources universally accessible to all enrolled students.,Vyuo vikuu vinashirikiana kutoa rasilimali za maktaba pepe zinazopatikana kwa wanafunzi wote waliojiandikisha.,Yunivasiti tiyo kanyachiel mondo gichiw gik ma yudore e laibrari e yo mayot ma jopuonjre duto nyalo tiyogo.,Keep
PSA004872,Education,Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vinahimizwa kutengeneza na kutumia Rasilimali Huria za Elimu (OER) kwa ajili ya upatikanaji mpana wa vifaa vya kujifunzia.,Ne ojiw yunivasiti mondo olos kendo oti gi Open Educational Resources (OER) mondo giyud gik ma ginyalo puonjorego.,Keep
PSA004873,Education,Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vinahimizwa kutoa mafunzo kuhusu teknolojia zinazoibuka ili kuwaandaa wanafunzi kwa ajili ya masoko ya kazi ya siku zijazo.,Ne ojiw yunivasiti mondo olos kendo oti gi Open Educational Resources (OER) mondo giyud gik ma ginyalo puonjorego.,Keep
PSA004874,Education,Universities urged to offer training on emerging technologies to prepare students for future job markets.,Chuo Kikuu cha Nairobi kutoa vifaa zaidi vya kozi vinavyopatikana kama Rasilimali Huria za Elimu (OER).,Ne ojiw yunivasiti mondo ochiw tiegruok e yore manyien mag teknoloji mondo giik jopuonjre ne tije ma biro timore e kinde mabiro.,Keep
PSA004875,Education,Update curriculum for emerging tech 2021.,Sasisha mtaala wa teknolojia mpya 2021.,Lok chenro mar somo mar dongruok mar teknoloji 2021.,Keep
PSA004876,Education,Update exam policies 2021.,Sasisha sera za mitihani 2021.,Pim chike mag penj 2021.,Keep
PSA004877,Education,Update health protocols 2021.,Sasisha itifaki za afya 2021.,Pim chike mag thieth 2021.,Keep
PSA004878,Education,Update safety standards 2022.,Sasisha viwango vya usalama 2022.,Lok chike mag rito ngima e higa mar 2022.,Keep
PSA004879,Education,Update school records digitally 2023.,Sasisha rekodi za shule kidijitali 2023.,Lok rekod mag skul e yor digital 2023.,Keep
PSA004880,Education,Upgrade dorms! Install fire exits in schools.,Boresha mabweni! Sakinisha milango ya kutolea huduma za moto shuleni.,Meduru kwan mar joma odak e uteu! Ket kuonde ma ji nyalo kaloe ka masira oneno e skunde.,Keep
PSA004881,Education,Upgrade facilities for inclusive education 2024.,Boresha vifaa vya elimu jumuishi 2024.,Med bero chenro mag somo ne ji duto e higa mar 2024.,Keep
PSA004882,Education,Upgrade facilities! Install clean water systems in schools.,Boresha vifaa! Sakinisha mifumo ya maji safi shuleni.,Medo lony e yore mag manyo mor! Ket pi maler e skunde.,Keep
PSA004883,Education,Upgrade ICT infrastructure 2021.,Boresha miundombinu ya TEHAMA 2021.,Med dongruok e yore mag ICT e higa mar 2021.,Keep
PSA004884,Education,Upgrade labs in secondary schools 2024.,Boresha maabara katika shule za upili 2024.,Med lony mar lab e skunde sekondar e higa mar 2024.,Keep
PSA004885,Education,Upgrade teacher salaries 2020.,Boresha mishahara ya walimu 2020.,Meduru osuru mag jopuonj 2020.,Keep
PSA004886,Education,"Vaccination cards mandatory at school gate Jan 6 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" no jab, no entry!","Kadi za chanjo lazima kwenye lango la shule Januari 6 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å"" hakuna chanjo, hakuna kuingia!","Kad mag chanjo dwarore e dho ranga skul Jan 6 onge jab, onge donjo!",Keep
PSA004887,Education,Vaccination mandatory for all boarding students before reopening.,Video zinaangazia sura za katiba,Yath mar thieth en gima ochuno ne jopuonjre duto ma somo e ute ma ji nindoe kapok ochak somo kendo.,Keep
PSA004888,Education,Welcome all! Enroll refugee students in local schools.,Karibu nyote! Waandikishe wanafunzi wakimbizi katika shule za mitaa.,Warwakou uduto! Kony jopuonjre moringo thuchegi mondo odonj e skunde manie alworau.,Keep
PSA004889,Education,Welcome refugees! Enroll refugee children in local schools.,Karibuni wakimbizi! Waandikishe watoto wakimbizi katika shule za mitaa.,Warwakuru joma oringo thuchegi! Kel nyithindo ma oringo thuchegi e skunde manie alworau.,Keep
PSA004890,Education,Work and learn! Join vocational training at Kiambu Industrial Park.,Fanya kazi na ujifunze! Jiunge na mafunzo ya ufundi katika Hifadhi ya Viwanda ya Kiambu.,Ti matek mondo ipuonjri! Donj e tiegruok mar tije lwedo e Kiambu Industrial Park.,Keep
PSA004891,Education,YouÃ¢â‚¬TMre not alone! Visit school counselors for support.,Hauko peke yako! Tembelea washauri wa shule kwa usaidizi.,Ok in kendi! Dhi ir jopuonj mondo okonyi.,Keep
PSA004892,Education,Your vote counts! Learn about elections in school programs.,Kura yako inahesabika! Jifunze kuhusu uchaguzi katika programu za shule.,Dwoko mari ema konyo! Puonjri weche mang'eny e wi yiero mitimo e skul.,Keep
PSA004893,Education,Youth Agenda challenges youth to create civic tech solutions.,Ajenda ya Vijana inawapa changamoto vijana kuunda suluhisho za teknolojia ya kiraia.,Chenro mar rowere jiwo rowere mondo olos yore mag teknoloji ma konyo oganda.,Keep
PSA004894,Education,Youth voter registration drive: Visit your school for free ID processing.,Harakati ya usajili wa wapiga kura kwa vijana: Tembelea shule yako kwa usindikaji wa vitambulisho bila malipo.,Chenro mar riwo rowere e yiero: Dhi e sikul maru mondo iyud thuolo mar yudo kad mar yiero maonge chudo.,Keep
PSA004895,Health,"Health CS Mutahi Kagwe says total lockdown on the table if coronavirus cases escalate, urges Kenyans to limit social interactions.","Waziri wa Afya Mutahi Kagwe anasema amri ya kutotoka nje ikiwa visa vya virusi vya corona vitaongezeka, anawahimiza Wakenya kupunguza mwingiliano wa kijamii.","Jatend migao mar thieth, Mutahi Kagwe wacho ni ka kwan mar joma nigi tuo mar coronavirus omedore, inyalo twe ji duto e ot, kendo ojiwo Jo-Kenya mondo kik gibed gi tudruok gi ji mang'eny.",Keep
PSA004896,Health,"Five new Mpox cases detected in Kenya, one patient in isolation","Visa vitano vipya vya Mpox vyagunduliwa nchini Kenya, mgonjwa mmoja akiwa ametengwa","Jotuo abich manyien mag Mpox ne ofweny Kenya, jatuo achiel ne oket kar kende",Keep
PSA004897,Health,Coughing! Fever! Night sweats! Chest pains! Weight loss! You could have TB. Testing and treatment are free at all public hospitals!Get tested today!,Kikohozi! Homa! Jasho la usiku! Maumivu ya kifua! Kupunguza uzito! Unaweza kuwa na TB. Upimaji na matibabu ni bure katika hospitali zote za umma! Pima leo!,Ywak! Tuwo! Kuyo mar otieno! Owinjo ka chunye lit! Duoko kilo chien! Inyalo bedo gi tuwo mar kahera. Nonro kod thieth gin nono e osiptande duto mag sirkal! Tim nonro kawuono!,Keep
PSA004898,Health,Ban on all public gatherings extended to May 29 to curb the spread of Covid-19.,Marufuku ya mikusanyiko yote ya umma yaongezwa hadi Mei 29 ili kupunguza kuenea kwa Covid-19.,Geng'o chokruok duto mag ji ne omed nyaka Mei 29 mondo ogeng' landruok mar Covid-19.,Keep
PSA004899,Health,"During this time, prisoners and remandees will not be presented to court.","Wakati huu, wafungwa na mahabusu hawatafikishwa mahakamani.","E kindego, ok bi ter joma otwe kod joma otwe e kot.",Keep
PSA004900,Health,Courts will continue to handle certificates of urgency and taking plea for serious cases.,Mahakama zitaendelea kushughulikia vyeti vya dharura na kupokea malalamiko ya kesi kubwa.,"Kot biro dhi nyime tiyo gi gik manyiso ni weche okethore mapiyo, kendo biro yie gi kes ma korgi tek.",Keep
PSA004901,Health,Judges in all stations will in the meantime review the deserving cases already identified by Prisons authorities and issue appropriate revision orders in an effort to decongest the prisons. Magistrate Courts will also review bail terms for those in remand.,Majaji katika vituo vyote kwa wakati huo huo watapitia kesi zinazostahili ambazo tayari zimetambuliwa na mamlaka ya Magereza na kutoa amri zinazofaa za marekebisho katika juhudi za kupunguza msongamano wa magereza. Mahakama za Mahakimu pia zitapitia masharti ya dhamana kwa wale walio mahabusu.,Jong'ad bura e stesen duto biro nono weche mag joma owinjore ma jotelo mag jela oseyudo kendo biro chiwo chike mowinjore mag timo nonro e temo duoko chien pek mag joma nie jela. Kot mag Magistrate bende biro nono weche mag bond ne jogo ma ne nie remand.,Keep
PSA004902,Health,"Trump's policy hits Kenyan health initiatives. Policy halts supply of HIV, Malaria and TB drugs. Move also affects medical supplies of newborn babies. Barasa: We'll look for funding elsewhere if US pulls ou","Sera ya Trump inaathiri mipango ya afya ya Kenya. Sera inasimamisha usambazaji wa dawa za VVU, Malaria na TB. Hatua hiyo pia inaathiri vifaa vya matibabu vya watoto wachanga. Barasa: Tutatafuta ufadhili kwingineko ikiwa Marekani itaondoa","Chenro mar Trump oketho chenro mag Kenya e weche mag thieth. Chenrono chungo chiwo mag yedhe mag ayaki, malaria kod kahera. Wuoyo gi ng'at machielo bende nyalo ketho gik mitiyogo e thiedho nyithindo. Barasa: Wabiro manyo pesa kamoro machielo ka Amerka oweyowa",Keep
PSA004903,Health,"Nigerian company to make HIV, malaria test kits after US funding cut",Kampuni ya Nigeria kutengeneza vifaa vya kupima VVU na malaria baada ya ufadhili wa Marekani kupunguzwa,Kambi mar Nigeria biro loso gik mitiyogo e pimo kute mag ayaki kod malaria bang' ka pesa ma ne imiyogi e piny Amerka osedok chien,Keep
PSA004904,Health,"Global Fund CEO requests Ruto to mobilise funds for HIV, TB & malaria","Mkurugenzi Mtendaji wa Mfuko wa Kimataifa amtaka Ruto kuchangisha fedha kwa ajili ya VVU, Kifua Kikuu na Malaria","Jatend riwruok mar Global Fund kwayo Ruto mondo ochok pesa mar kedo gi tuo mar Ayaki, TB kod malaria",Keep
PSA004905,Health,"Kenya faces crisis as Trump's Executive Order to cut supply of HIV, malaria drugs",Kenya inakabiliwa na mgogoro huku amri ya Trump ikipunguza usambazaji wa dawa za HIV na malaria,"Kenya romo gi chandruok nikech Chik mar Trump mar ng'ado chiwo mag yedhe mag AYAKI, malaria",Keep
PSA004906,Health,KEMRI study shows ivermectin significantly reduces malaria transmission,Utafiti wa KEMRI unaonyesha ivermectin hupunguza kwa kiasi kikubwa maambukizi ya malaria,Nonro mar KEMRI nyiso ni ivermectin konyo ahinya e geng'o malaria,Keep
PSA004907,Health,Health PS distributes mosquito nets in Busia County. Malaria prevalence in Busia stands at 39%. 22 counties targeted in latest campaign,Katibu Mkuu wa Afya asambaza vyandarua katika Kaunti ya Busia. Kiwango cha malaria huko Busia kimefikia 39%. Kaunti 22 zimelengwa katika kampeni ya hivi karibuni,Health PS pogo net mag monj e Kaunti mar Busia. Kwan mar tuo mar malaria e Busia en 39%.,Keep
